,step,n_samples,jitter,eps,min_pts,DBSCAN
667,7,1000,0.15,0.30000000000000004,16,-0.001268146220545197
668,8,1000,0.15,0.30000000000000004,16,0.003129499192299339
669,9,1000,0.15,0.30000000000000004,16,-0.001287374676684642
670,0,1000,0.15,0.4,27,-0.00023081117047264892
671,1,1000,0.15,0.4,27,-0.00132521548872384
672,2,1000,0.15,0.4,27,-0.00023081117047264892
673,3,1000,0.15,0.4,27,0.0010717661423700938
674,4,1000,0.15,0.4,27,-0.00023081117047264892
675,5,1000,0.15,0.4,27,-0.0016939024146372067
676,6,1000,0.15,0.4,27,0.0010717661423700938
677,7,1000,0.15,0.4,27,-0.0016939024146372067
678,8,1000,0.15,0.4,27,-0.0013010005705662543
679,9,1000,0.15,0.4,27,7.672985006701068e-15
680,0,1000,0.15,0.2,12,0.7749231489479104
681,1,1000,0.15,0.2,12,0.743428884930415
682,2,1000,0.15,0.2,12,0.761769654972291
683,3,1000,0.15,0.2,12,0.7535809276944276
684,4,1000,0.15,0.2,12,0.7908669181299979
685,5,1000,0.15,0.2,12,0.7702204764750229
686,6,1000,0.15,0.2,12,0.7831183397367861
687,7,1000,0.15,0.2,12,0.7749231489479106
688,8,1000,0.15,0.2,12,0.6941815380913041
689,9,1000,0.15,0.2,12,0.766399497806126
690,0,1000,0.15,0.4,32,-0.0013010005705662543
691,1,1000,0.15,0.4,32,-0.0015424734258113015
692,2,1000,0.15,0.4,32,-0.0013010005705662543
693,3,1000,0.15,0.4,32,-0.0006043380522997003
694,4,1000,0.15,0.4,32,-0.00132521548872384
695,5,1000,0.15,0.4,32,-0.00132521548872384
696,6,1000,0.15,0.4,32,0.006391205806830649
697,7,1000,0.15,0.4,32,-0.0016939024146372067
698,8,1000,0.15,0.4,32,-0.0012774079551192568
699,9,1000,0.15,0.4,32,-0.00132521548872384
700,0,1000,0.15,0.30000000000000004,88,0.0
701,1,1000,0.15,0.30000000000000004,88,0.0
702,2,1000,0.15,0.30000000000000004,88,0.0
703,3,1000,0.15,0.30000000000000004,88,0.0
704,4,1000,0.15,0.30000000000000004,88,0.0
705,5,1000,0.15,0.30000000000000004,88,0.0
706,6,1000,0.15,0.30000000000000004,88,0.0
707,7,1000,0.15,0.30000000000000004,88,0.0
708,8,1000,0.15,0.30000000000000004,88,0.0
709,9,1000,0.15,0.30000000000000004,88,0.0
710,0,1000,0.15,0.30000000000000004,30,0.7689492399364635
711,1,1000,0.15,0.30000000000000004,30,0.7555695269538453
712,2,1000,0.15,0.30000000000000004,30,0.7822004000018721
713,3,1000,0.15,0.30000000000000004,30,0.8118650842581551
714,4,1000,0.15,0.30000000000000004,30,0.8187783536953254
715,5,1000,0.15,0.30000000000000004,30,0.7630698946221357
716,6,1000,0.15,0.30000000000000004,30,0.8188401484488146
717,7,1000,0.15,0.30000000000000004,30,0.8122993677616945
718,8,1000,0.15,0.30000000000000004,30,0.7459674551506372
719,9,1000,0.15,0.30000000000000004,30,0.8039859535080616
720,0,1000,0.15,0.30000000000000004,23,0.822132116626851
721,1,1000,0.15,0.30000000000000004,23,0.8422422457352936
722,2,1000,0.15,0.30000000000000004,23,0.8627358242844702
723,3,1000,0.15,0.30000000000000004,23,0.837632186599971
724,4,1000,0.15,0.30000000000000004,23,0.8501653093202245
725,5,1000,0.15,0.30000000000000004,23,0.0010603452854108938
726,6,1000,0.15,0.30000000000000004,23,0.8702076821502851
727,7,1000,0.15,0.30000000000000004,23,0.8761110287340286
728,8,1000,0.15,0.30000000000000004,23,0.8277225530493423
729,9,1000,0.15,0.30000000000000004,23,0.8637341288128062
730,0,1000,0.15,0.30000000000000004,37,0.5656606542272995
731,1,1000,0.15,0.30000000000000004,37,0.5455822320837148
732,2,1000,0.15,0.30000000000000004,37,0.5804703114275849
733,3,1000,0.15,0.30000000000000004,37,0.6320099130606845
734,4,1000,0.15,0.30000000000000004,37,0.6570741591731257
735,5,1000,0.15,0.30000000000000004,37,0.6137402904032573
736,6,1000,0.15,0.30000000000000004,37,0.7576849613463074
737,7,1000,0.15,0.30000000000000004,37,0.7359995825264725
738,8,1000,0.15,0.30000000000000004,37,0.6566678094895319
739,9,1000,0.15,0.30000000000000004,37,0.7122492361141818
740,0,1000,0.15,0.2,29,0.14255082199775956
741,1,1000,0.15,0.2,29,0.14099806320769812
742,2,1000,0.15,0.2,29,0.20680550847264348
743,3,1000,0.15,0.2,29,0.17761930712511886
744,4,1000,0.15,0.2,29,0.21462225002559734
745,5,1000,0.15,0.2,29,0.12399009767284129
746,6,1000,0.15,0.2,29,0.1857432661834707
747,7,1000,0.15,0.2,29,0.12730199525231706
748,8,1000,0.15,0.2,29,0.09926390117906513
749,9,1000,0.15,0.2,29,0.05018835840963917
750,0,1000,0.15,0.4,20,0.0
751,1,1000,0.15,0.4,20,-0.0013392348928535655
752,2,1000,0.15,0.4,20,7.672985006701068e-15
753,3,1000,0.15,0.4,20,-0.0019639383428045358
754,4,1000,0.15,0.4,20,7.672985006701068e-15
755,5,1000,0.15,0.4,20,0.001967874090988233
756,6,1000,0.15,0.4,20,0.001967874090988233
757,7,1000,0.15,0.4,20,-0.0019639383428045358
758,8,1000,0.15,0.4,20,-0.0006043380522997003
759,9,1000,0.15,0.4,20,0.0
760,0,1000,0.15,0.30000000000000004,25,0.8129674827276684
761,1,1000,0.15,0.30000000000000004,25,0.824583120109554
762,2,1000,0.15,0.30000000000000004,25,0.8476936241662623
763,3,1000,0.15,0.30000000000000004,25,0.8366103602014135
764,4,1000,0.15,0.30000000000000004,25,0.835820222660112
765,5,1000,0.15,0.30000000000000004,25,0.7877190657140115
766,6,1000,0.15,0.30000000000000004,25,0.8543416127029654
767,7,1000,0.15,0.30000000000000004,25,0.8396336598157268
768,8,1000,0.15,0.30000000000000004,25,0.7909194983826652
769,9,1000,0.15,0.30000000000000004,25,0.8461386655109513
770,0,1000,0.15,1.0,5,0.0
771,1,1000,0.15,1.0,5,0.0
772,2,1000,0.15,1.0,5,0.0
773,3,1000,0.15,1.0,5,0.0
774,4,1000,0.15,1.0,5,0.0
775,5,1000,0.15,1.0,5,0.0
776,6,1000,0.15,1.0,5,0.0
777,7,1000,0.15,1.0,5,0.0
778,8,1000,0.15,1.0,5,0.0
779,9,1000,0.15,1.0,5,0.0
780,0,1000,0.15,0.2,25,0.2627581253858447
781,1,1000,0.15,0.2,25,0.23705482954996504
782,2,1000,0.15,0.2,25,0.2709063028801695
783,3,1000,0.15,0.2,25,0.28573400413027467
784,4,1000,0.15,0.2,25,0.2930365557380939
785,5,1000,0.15,0.2,25,0.19459796152181347
786,6,1000,0.15,0.2,25,0.2912965983673032
787,7,1000,0.15,0.2,25,0.24383688426327008
788,8,1000,0.15,0.2,25,0.26238521660222186
789,9,1000,0.15,0.2,25,0.2508148872789827
790,0,1000,0.15,0.30000000000000004,33,0.7383090851688189
791,1,1000,0.15,0.30000000000000004,33,0.6890576144752163
792,2,1000,0.15,0.30000000000000004,33,0.6471157760039276
793,3,1000,0.15,0.30000000000000004,33,0.7506081840831385
794,4,1000,0.15,0.30000000000000004,33,0.767952125055968
795,5,1000,0.15,0.30000000000000004,33,0.658722287038456
796,6,1000,0.15,0.30000000000000004,33,0.8067496380963098
797,7,1000,0.15,0.30000000000000004,33,0.7828916186104544
798,8,1000,0.15,0.30000000000000004,33,0.7359488227461385
799,9,1000,0.15,0.30000000000000004,33,0.7673162402438465
800,0,1000,0.15,0.4,41,0.8311585653648595
801,1,1000,0.15,0.4,41,0.8345040322797574
802,2,1000,0.15,0.4,41,0.8498894065128946
803,3,1000,0.15,0.4,41,0.8473882566974773
804,4,1000,0.15,0.4,41,0.8479568951518488
805,5,1000,0.15,0.4,41,0.7690912603135323
806,6,1000,0.15,0.4,41,0.8379186502012786
807,7,1000,0.15,0.4,41,0.829967218391732
808,8,1000,0.15,0.4,41,0.8099915531866783
809,9,1000,0.15,0.4,41,0.8426108285031828
810,0,1000,0.15,0.4,41,0.8311585653648595
811,1,1000,0.15,0.4,41,0.8345040322797574
812,2,1000,0.15,0.4,41,0.8498894065128946
813,3,1000,0.15,0.4,41,0.8473882566974773
814,4,1000,0.15,0.4,41,0.8479568951518488
815,5,1000,0.15,0.4,41,0.7690912603135323
816,6,1000,0.15,0.4,41,0.8379186502012786
817,7,1000,0.15,0.4,41,0.829967218391732
818,8,1000,0.15,0.4,41,0.8099915531866783
819,9,1000,0.15,0.4,41,0.8426108285031828
820,0,1000,0.15,0.5,49,0.004033840038731303
821,1,1000,0.15,0.5,49,-0.00023081117047264892
822,2,1000,0.15,0.5,49,0.002474438603203285
823,3,1000,0.15,0.5,49,-0.00023081117047264892
824,4,1000,0.15,0.5,49,-0.0016939024146372067
825,5,1000,0.15,0.5,49,-0.00132521548872384
826,6,1000,0.15,0.5,49,-0.0013392348928535655
827,7,1000,0.15,0.5,49,-0.0016939024146372067
828,8,1000,0.15,0.5,49,-0.0002866397459354175
829,9,1000,0.15,0.5,49,-0.0013392348928535655
830,0,1000,0.15,0.4,54,0.7586700666281534
831,1,1000,0.15,0.4,54,0.7105635299712119
832,2,1000,0.15,0.4,54,0.736398950262727
833,3,1000,0.15,0.4,54,0.8165533045242257
834,4,1000,0.15,0.4,54,0.7927518580511799
835,5,1000,0.15,0.4,54,0.6553275839096064
836,6,1000,0.15,0.4,54,0.7894384733460804
837,7,1000,0.15,0.4,54,0.7860122605641673
838,8,1000,0.15,0.4,54,0.7351780034369984
839,9,1000,0.15,0.4,54,0.7743063181010359
840,0,1000,0.15,0.4,42,0.8325336502308617
841,1,1000,0.15,0.4,42,0.8515730582172809
842,2,1000,0.15,0.4,42,0.8199704328834642
843,3,1000,0.15,0.4,42,0.8500658705408161
844,4,1000,0.15,0.4,42,0.8450389966462454
845,5,1000,0.15,0.4,42,0.7627698148500509
846,6,1000,0.15,0.4,42,0.8430661722181922
847,7,1000,0.15,0.4,42,0.8362419127528384
848,8,1000,0.15,0.4,42,0.8099915531866783
849,9,1000,0.15,0.4,42,0.8426108285031828
850,0,1000,0.15,0.5,57,-0.0008737255753407442
851,1,1000,0.15,0.5,57,-0.0013010005705662543
852,2,1000,0.15,0.5,57,0.006964580761126584
853,3,1000,0.15,0.5,57,0.0010717661423700938
854,4,1000,0.15,0.5,57,-0.0006043380522997003
855,5,1000,0.15,0.5,57,0.003784157904186423
856,6,1000,0.15,0.5,57,0.0085090976227572
857,7,1000,0.15,0.5,57,-0.0006043380522997003
858,8,1000,0.15,0.5,57,0.0006242656347376651
859,9,1000,0.15,0.5,57,0.00032487330531500173
860,0,1000,0.15,0.4,45,0.804876730164277
861,1,1000,0.15,0.4,45,0.8502339314915269
862,2,1000,0.15,0.4,45,0.8055197803044357
863,3,1000,0.15,0.4,45,0.855113027622603
864,4,1000,0.15,0.4,45,0.8387212082745904
865,5,1000,0.15,0.4,45,0.7092109649967377
866,6,1000,0.15,0.4,45,0.8315806298725514
867,7,1000,0.15,0.4,45,0.847824350524523
868,8,1000,0.15,0.4,45,0.7696792219066778
869,9,1000,0.15,0.4,45,0.8482109277266945
870,0,1000,0.15,0.5,44,0.004033840038731303
871,1,1000,0.15,0.5,44,-0.00023081117047264892
872,2,1000,0.15,0.5,44,-0.00023081117047264892
873,3,1000,0.15,0.5,44,-0.0013392348928535655
874,4,1000,0.15,0.5,44,-0.0013392348928535655
875,5,1000,0.15,0.5,44,-0.00132521548872384
876,6,1000,0.15,0.5,44,0.001967874090988233
877,7,1000,0.15,0.5,44,-0.0013392348928535655
878,8,1000,0.15,0.5,44,-0.00132521548872384
879,9,1000,0.15,0.5,44,0.0
880,0,1000,0.15,0.6000000000000001,47,0.0
881,1,1000,0.15,0.6000000000000001,47,7.672985006701068e-15
882,2,1000,0.15,0.6000000000000001,47,0.0
883,3,1000,0.15,0.6000000000000001,47,0.0
884,4,1000,0.15,0.6000000000000001,47,7.672985006701068e-15
885,5,1000,0.15,0.6000000000000001,47,7.672985006701068e-15
886,6,1000,0.15,0.6000000000000001,47,0.0
887,7,1000,0.15,0.6000000000000001,47,0.0
888,8,1000,0.15,0.6000000000000001,47,7.672985006701068e-15
889,9,1000,0.15,0.6000000000000001,47,0.0
890,0,1000,0.15,0.4,41,0.8311585653648595
891,1,1000,0.15,0.4,41,0.8345040322797574
892,2,1000,0.15,0.4,41,0.8498894065128946
893,3,1000,0.15,0.4,41,0.8473882566974773
894,4,1000,0.15,0.4,41,0.8479568951518488
895,5,1000,0.15,0.4,41,0.7690912603135323
896,6,1000,0.15,0.4,41,0.8379186502012786
897,7,1000,0.15,0.4,41,0.829967218391732
898,8,1000,0.15,0.4,41,0.8099915531866783
899,9,1000,0.15,0.4,41,0.8426108285031828
900,0,1000,0.15,0.4,42,0.8325336502308617
901,1,1000,0.15,0.4,42,0.8515730582172809
902,2,1000,0.15,0.4,42,0.8199704328834642
903,3,1000,0.15,0.4,42,0.8500658705408161
904,4,1000,0.15,0.4,42,0.8450389966462454
905,5,1000,0.15,0.4,42,0.7627698148500509
906,6,1000,0.15,0.4,42,0.8430661722181922
907,7,1000,0.15,0.4,42,0.8362419127528384
908,8,1000,0.15,0.4,42,0.8099915531866783
909,9,1000,0.15,0.4,42,0.8426108285031828
910,0,1000,0.15,0.4,42,0.8325336502308617
911,1,1000,0.15,0.4,42,0.8515730582172809
912,2,1000,0.15,0.4,42,0.8199704328834642
913,3,1000,0.15,0.4,42,0.8500658705408161
914,4,1000,0.15,0.4,42,0.8450389966462454
915,5,1000,0.15,0.4,42,0.7627698148500509
916,6,1000,0.15,0.4,42,0.8430661722181922
917,7,1000,0.15,0.4,42,0.8362419127528384
918,8,1000,0.15,0.4,42,0.8099915531866783
919,9,1000,0.15,0.4,42,0.8426108285031828
920,0,1000,0.15,0.4,42,0.8325336502308617
921,1,1000,0.15,0.4,42,0.8515730582172809
922,2,1000,0.15,0.4,42,0.8199704328834642
923,3,1000,0.15,0.4,42,0.8500658705408161
924,4,1000,0.15,0.4,42,0.8450389966462454
925,5,1000,0.15,0.4,42,0.7627698148500509
926,6,1000,0.15,0.4,42,0.8430661722181922
927,7,1000,0.15,0.4,42,0.8362419127528384
928,8,1000,0.15,0.4,42,0.8099915531866783
929,9,1000,0.15,0.4,42,0.8426108285031828
930,0,1000,0.15,0.4,41,0.8311585653648595
931,1,1000,0.15,0.4,41,0.8345040322797574
932,2,1000,0.15,0.4,41,0.8498894065128946
933,3,1000,0.15,0.4,41,0.8473882566974773
934,4,1000,0.15,0.4,41,0.8479568951518488
935,5,1000,0.15,0.4,41,0.7690912603135323
936,6,1000,0.15,0.4,41,0.8379186502012786
937,7,1000,0.15,0.4,41,0.829967218391732
938,8,1000,0.15,0.4,41,0.8099915531866783
939,9,1000,0.15,0.4,41,0.8426108285031828
940,0,1000,0.15,0.5,42,7.672985006701068e-15
941,1,1000,0.15,0.5,42,-0.0019639383428045358
942,2,1000,0.15,0.5,42,-0.00023081117047264892
943,3,1000,0.15,0.5,42,-0.0013392348928535655
944,4,1000,0.15,0.5,42,7.672985006701068e-15
945,5,1000,0.15,0.5,42,-0.00132521548872384
946,6,1000,0.15,0.5,42,7.672985006701068e-15
947,7,1000,0.15,0.5,42,-0.0013392348928535655
948,8,1000,0.15,0.5,42,-0.00023081117047264892
949,9,1000,0.15,0.5,42,0.0
950,0,1000,0.15,0.4,41,0.8311585653648595
951,1,1000,0.15,0.4,41,0.8345040322797574
952,2,1000,0.15,0.4,41,0.8498894065128946
953,3,1000,0.15,0.4,41,0.8473882566974773
954,4,1000,0.15,0.4,41,0.8479568951518488
955,5,1000,0.15,0.4,41,0.7690912603135323
956,6,1000,0.15,0.4,41,0.8379186502012786
957,7,1000,0.15,0.4,41,0.829967218391732
958,8,1000,0.15,0.4,41,0.8099915531866783
959,9,1000,0.15,0.4,41,0.8426108285031828
960,0,1000,0.15,0.4,40,0.8255646216575057
961,1,1000,0.15,0.4,40,0.8327143759939816
962,2,1000,0.15,0.4,40,0.8448000609482103
963,3,1000,0.15,0.4,40,0.8586360659009967
964,4,1000,0.15,0.4,40,0.8479568951518488
965,5,1000,0.15,0.4,40,0.7729883079379656
966,6,1000,0.15,0.4,40,0.8328849036246249
967,7,1000,0.15,0.4,40,0.829967218391732
968,8,1000,0.15,0.4,40,0.8002716039409404
969,9,1000,0.15,0.4,40,0.8527557480678092
970,0,1000,0.15,0.4,41,0.8311585653648595
971,1,1000,0.15,0.4,41,0.8345040322797574
972,2,1000,0.15,0.4,41,0.8498894065128946
973,3,1000,0.15,0.4,41,0.8473882566974773
974,4,1000,0.15,0.4,41,0.8479568951518488
975,5,1000,0.15,0.4,41,0.7690912603135323
976,6,1000,0.15,0.4,41,0.8379186502012786
977,7,1000,0.15,0.4,41,0.829967218391732
978,8,1000,0.15,0.4,41,0.8099915531866783
979,9,1000,0.15,0.4,41,0.8426108285031828
980,0,1000,0.15,0.4,40,0.8255646216575057
981,1,1000,0.15,0.4,40,0.8327143759939816
982,2,1000,0.15,0.4,40,0.8448000609482103
983,3,1000,0.15,0.4,40,0.8586360659009967
984,4,1000,0.15,0.4,40,0.8479568951518488
985,5,1000,0.15,0.4,40,0.7729883079379656
986,6,1000,0.15,0.4,40,0.8328849036246249
987,7,1000,0.15,0.4,40,0.829967218391732
988,8,1000,0.15,0.4,40,0.8002716039409404
989,9,1000,0.15,0.4,40,0.8527557480678092
990,0,1000,0.15,0.5,51,-0.00023081117047264892
991,1,1000,0.15,0.5,51,-0.00023081117047264892
992,2,1000,0.15,0.5,51,0.002474438603203285
993,3,1000,0.15,0.5,51,-0.00023081117047264892
994,4,1000,0.15,0.5,51,-0.0016939024146372067
995,5,1000,0.15,0.5,51,-0.00132521548872384
996,6,1000,0.15,0.5,51,-0.0013392348928535655
997,7,1000,0.15,0.5,51,-0.0016939024146372067
998,8,1000,0.15,0.5,51,-0.0002866397459354175
999,9,1000,0.15,0.5,51,-0.0016939024146372067
